ad_ref,assembly,body,ad_city,color,engine_cc,fuel_type,make,mileage,model,registered,transmission,year,price
7929128,,Sedan,Islamabad,Taffeta White,1300,Petrol,Honda,80000,City,Islamabad,Manual,1905,3590000
7929133,Imported,,Peshawar,White,2700,Diesel,Toyota,104114,Fortuner,Islamabad,Automatic,1905,15000000
7929135,,Sedan,Chakwal,White,1300,Petrol,Toyota,290000,Corolla,Islamabad,Manual,1905,2705000
7929137,Imported,,Renala,Black,1500,Petrol,Honda,65229,BR-V,Lahore,Manual,1905,4350000
7910834,Imported,Hatchback,Lahore,Grey,1500,Hybrid,Toyota,118000,Aqua,Lahore,Automatic,1905,3580000
7919234,Imported,,Islamabad,,1000,Petrol,Toyota,148000,Passo,Islamabad,Automatic,1905,3135000
7916709,Imported,,Karachi,Grey,660,Petrol,Suzuki,29000,Jimny,Un-Registered,Automatic,1905,4850000
7906397,,Sedan,Islamabad,Grey,1800,Petrol,Honda,84000,Civic,Islamabad,Automatic,1905,5295000
7804430,,Compact sedan,Islamabad,White,1500,Petrol,Honda,33621,City,Punjab,Automatic,1905,5095000
7868769,,Sedan,Lahore,Polar White,1999,Petrol,Hyundai,42000,Elantra,Islamabad,Automatic,1905,6250000
7914071,,Sedan,Lahore,Grey,1300,Petrol,Honda,75000,City,Lahore,Manual,1905,3250000
7898092,,Sedan,Islamabad,Black,1500,Petrol,Honda,25000,Civic,Islamabad,Automatic,1905,8200000
7851253,Imported,Hatchback,Lahore,White,660,Petrol,Nissan,53000,Dayz,Punjab,Automatic,1905,2995000
7767993,,Sedan,Lahore,Graphite Grey,1300,Petrol,Toyota,125000,Corolla,Islamabad,Manual,1905,2900000
7836594,,Sedan,Islamabad,White,1300,Petrol,Toyota,19600,Corolla,Islamabad,Manual,1905,5450000
7894673,Imported,SUV,Islamabad,Silver,1800,Petrol,Honda,120000,Cross,Islamabad,Automatic,1905,4500000
7928045,Imported,,Islamabad,Black,1200,Petrol,Nissan,17000,Note,Un-Registered,Automatic,1905,6650000
7928159,,Sedan,Bahawalpur,Gold,1300,Petrol,Honda,245606,City,Sindh,Automatic,1905,2450000
7929118,Imported,Sedan,Islamabad,Black,2500,Petrol,Toyota,200000,Mark,Islamabad,Automatic,1905,3000000
7928120,,Hatchback,Muzaffar,Silky Silver,660,Petrol,Suzuki,27000,Alto,Punjab,Manual,1905,2275000
7929119,,Hatchback,Lahore,Navy,1000,Petrol,Suzuki,10000,Cultus,Punjab,Manual,1905,820000
7928098,,Hatchback,Lahore,Grey,1000,Petrol,Suzuki,99999,Khyber,Lahore,Manual,,310000
7708811,,Sedan,Lahore,White,1300,Petrol,Toyota,8404,Corolla,Lahore,Automatic,1905,5000000
7638387,Imported,Hatchback,Lahore,Blue Metallic,996,Petrol,Toyota,73392,Vitz,Un-Registered,Automatic,1905,3850000
7718463,,Hatchback,Lahore,Blue,1000,Petrol,Suzuki,34556,Alto,Lahore,Manual,1905,1300000
7655817,,Van,Lahore,Solid White,800,Petrol,Suzuki,34536,Bolan,Lahore,Manual,1905,1525000
7679324,Imported,Sedan,Karachi,Black,1500,Hybrid,Honda,19000,Insight,Un-Registered,Automatic,1905,12000000
7577006,,Hatchback,Lahore,Solid White,1000,Petrol,Suzuki,3279,Wagon,Lahore,Manual,1905,2880000
7638674,Imported,Hatchback,Lahore,,660,Petrol,Daihatsu,28319,Move,Un-Registered,Automatic,1905,3850000
7859934,Imported,,Karachi,Blue,1000,Petrol,Toyota,106000,Yaris,Un-Registered,Automatic,1905,4550000
7667634,Imported,Hatchback,Karachi,,660,Petrol,Daihatsu,1830,Mira,Un-Registered,Automatic,1905,3800000
7825065,,SUV,Karachi,Super White,2800,Diesel,Toyota,21000,Fortuner,Karachi,Automatic,1905,15200000
7926020,,Sedan,Lahore,Crystal Black,1800,Petrol,Honda,46200,Civic,Lahore,Automatic,1905,6280000
7922250,,Sedan,Islamabad,Silver,1800,Petrol,Honda,226000,Civic,Islamabad,Automatic,1905,2085000
7925743,Imported,SUV,Peshawar,Black,3000,Diesel,Toyota,100000,Surf,Islamabad,Automatic,1905,7250000
7825050,,SUV,Karachi,Super White,2700,Petrol,Toyota,18000,Fortuner,Karachi,Automatic,1905,15800000
7783131,,Compact SUV,Lahore,Black,1500,Petrol,Haval,5,Jolion,Un-Registered,Automatic,,8900000
7917690,,Sedan,Islamabad,Gold,1600,Petrol,Toyota,201000,Corolla,Sindh,Automatic,1905,2550000
7922009,,Sedan,Lahore,Silver Metallic,1500,Petrol,Toyota,56000,Yaris,Islamabad,Automatic,1905,4575000
7864695,Imported,SUV,Lahore,White,4600,Petrol,Toyota,15200,Land,Islamabad,Automatic,1905,39500000
7926093,,Sedan,Karachi,Silver Metallic,1300,Petrol,Toyota,77000,Corolla,Karachi,Automatic,1905,4150000
7929104,,Hatchback,Sialkot,White,660,Petrol,Suzuki,54000,Alto,Lahore,Manual,1905,2150000
7904387,Imported,Crossover,Lahore,White,1500,Petrol,MG,31200,HS,Islamabad,Automatic,1905,7900000
7929105,Imported,Hatchback,Peshawar,Blue,660,Petrol,Suzuki,130000,Alto,Islamabad,Automatic,1905,2400000
7929106,,Hatchback,Lahore,Graphite Grey,796,Petrol,Suzuki,120000,Mehran,Lahore,Manual,1905,1090000
6873721,,Sedan,Rawalpindi,White,1300,Petrol,Toyota,65000,Corolla,Islamabad,Automatic,1905,4650000
7927856,,Hatchback,Rawalpindi,Solid White,800,Petrol,Suzuki,12345,Mehran,Islamabad,Manual,1905,830000
7927825,,Hatchback,Faisalabad,Silver,1000,Petrol,Suzuki,184000,Alto,Rawalpindi,Manual,1905,1150000
7929107,,,Lahore,White,100,Petrol,Suzuki,91000,Wagon,Lahore,Manual,1905,2300000
7927816,,Hatchback,Abbottabad,Silver,1000,Petrol,Suzuki,12345,Alto,Sindh,Manual,1905,670000
7929110,,Sedan,Lahore,Crystal Black Pearl,1500,Petrol,Honda,44513,City,Lahore,Automatic,1905,4250000
7752730,,Hatchback,Lahore,Silver,1000,Petrol,Suzuki,31000,Cultus,Lahore,Manual,1905,3400000
7928323,,Sedan,Karachi,White,1300,Petrol,Suzuki,123456,Margalla,Sindh,Manual,1905,300000
7928253,,Sedan,Multan,Blue,1300,Petrol,Toyota,12345,Corolla,Sindh,Manual,1905,1700000
7929112,,Hatchback,Swabi,Grey,800,Petrol,Suzuki,98000,Mehran,Lahore,Manual,1905,720000
7929113,,Hatchback,Lahore,Solid White,1000,Petrol,Suzuki,300000,Alto,Lahore,Manual,1905,950000
7928250,,Sedan,Lahore,Silver,1300,Petrol,Honda,97000,City,Lahore,Manual,1905,3150000
7929115,,Sedan,Lahore,Super white,1798,Petrol,Toyota,27500,Corolla,Punjab,Automatic,1905,7550000
7929114,,Sedan,Sargodha,Taffeta White,1800,Petrol,Honda,53000,Civic,Lahore,Automatic,1905,5400000
7929116,,Mini Van,Mardan,Silver,999,Petrol,Changan,3000,Karvaan,Un-Registered,Manual,1905,2700000
7928172,Imported,,Mian,White,660,Petrol,Daihatsu,113530,Move,Lahore,Automatic,1905,2150000
7843420,,Sedan,Karachi,,1500,Petrol,Honda,26000,Civic,Karachi,Automatic,1905,5325000
7881198,Imported,Mini Van,Lahore,Yellow,658,Petrol,Suzuki,19957,Jimny,Un-Registered,Automatic,1905,5350000
7830977,,Sedan,Karachi,,1800,Petrol,Honda,34000,Civic,Karachi,Automatic,1905,6100000
7863034,,SUV,Gujranwala,White,1999,Petrol,KIA,2000,Sportage,Punjab,Automatic,1905,8700000
7929084,,Sedan,Jhelum,Silver Metallic,1600,Petrol,Toyota,100,Corolla,Punjab,Automatic,1905,2890000
7929089,,Hatchback,Islamabad,Gold,800,Petrol,Suzuki,120,Mehran,Islamabad,Manual,1905,1085000
7929083,,Hatchback,Faisalabad,Silver,1000,Petrol,Suzuki,125000,Cultus,Punjab,Manual,1905,725000
7929088,Imported,Hatchback,Karachi,Black,996,Petrol,Toyota,85000,Vitz,Karachi,Automatic,1905,3825000
7929092,Imported,Hatchback,Peshawar,White,660,Petrol,Suzuki,130000,Alto,Lahore,Automatic,1905,1890000
7929091,,Sedan,Esa,White,1800,Petrol,Honda,19500,Civic,Islamabad,Automatic,1905,7300000
7929093,,Hatchback,Karachi,Graphite Grey,796,Petrol,Suzuki,44000,Mehran,Karachi,Manual,1905,1130000
7928033,,Hatchback,Karachi,Silky Silver,1000,Petrol,Suzuki,132000,Cultus,Sindh,Manual,1905,2100000
7928031,,Hatchback,Rawalpindi,Snow White Pearl,800,Petrol,Suzuki,12345,Mehran,Lahore,Manual,1905,795000
7929096,,Sedan,Hassan,Ash Gray,1300,Petrol,Suzuki,20072,Margalla,Lahore,Manual,1905,725000
7929094,,Sedan,Peshawar,Attitude Black,1300,Petrol,Toyota,80000,Corolla,Islamabad,Manual,1905,1950000
7929097,Imported,,Lahore,Gold,2400,Petrol,Toyota,132000,Corolla,Karachi,Automatic,1905,3570000
7927986,Imported,Hatchback,Islamabad,Polar White,1000,Petrol,Toyota,12345,Vitz,Sindh,Automatic,1905,1895000
7739823,Imported,Sedan,Sahiwal,Silver,1500,Petrol,Toyota,150000,Corolla,Sindh,Automatic,1905,3150000
7927975,,Compact sedan,Lahore,Taffeta White,1200,Petrol,Honda,8000,City,Punjab,Automatic,,5025000
7929101,,Hatchback,Lahore,Graphite Grey,1300,Petrol,Suzuki,117000,Swift,Lahore,Manual,1905,1820000
7929100,,Sedan,Lahore,Ralley Red,1500,Petrol,Honda,304166,City,Punjab,Manual,1905,2600000
7929103,,Sedan,Toba,Black,1300,Petrol,Toyota,270000,Corolla,Islamabad,Manual,1905,1250000
7929075,,Hatchback,Karachi,Solid White,1300,Petrol,Suzuki,62000,Swift,Sindh,Manual,1905,2275000
7929102,,Hatchback,Attock,Blue,800,Petrol,Suzuki,90000,Mehran,Lahore,Manual,1905,995000
7925788,,SUV,Lahore,White,1999,Petrol,KIA,1600,Sportage,Punjab,Automatic,,9250000
7861509,,Compact sedan,Lahore,Taffeta White,1497,Petrol,Honda,33000,City,Lahore,Automatic,1905,5250000
7837400,Imported,Sedan,Lahore,White,1800,Petrol,Audi,104000,A3,Lahore,Automatic,1905,6700000
7850774,Imported,SUV,Islamabad,Black,2700,Petrol,Toyota,90000,Prado,Islamabad,Automatic,1905,16700000
7847924,Imported,Hatchback,Lahore,Storm Silver Metallic,1300,Hybrid,Honda,95000,Fit,Lahore,Automatic,1905,3350000
7919680,,Sedan,Islamabad,White,1300,Petrol,Honda,61000,City,Islamabad,Manual,1905,3260000
7746101,,Compact sedan,Sadiqabad,Silver,1500,Petrol,Honda,22950,City,Lahore,Automatic,1905,5350000
7891550,,Crossover,Islamabad,Crystal Black Pearl,1500,Petrol,Honda,796,HR-V,Un-Registered,Automatic,,7765000
7852145,,Sedan,Lahore,Blue,1600,Petrol,Toyota,151000,Corolla,Lahore,Automatic,1905,3350000
7929056,,Mini Van,Rawalpindi,White,800,Petrol,Suzuki,22000,Bolan,Islamabad,Manual,1905,1285000
7929055,Imported,,Burewala,Silver,1600,Petrol,Chevrolet,225000,Optra,Islamabad,Manual,1905,1325000
7712649,Imported,Hatchback,Islamabad,Blue,1500,Hybrid,Honda,80000,Fit,Islamabad,Automatic,1905,4500000
7929060,Imported,Sedan,Mardan,Attitude Black,1300,Petrol,Toyota,1000,Corolla,Swat,Automatic,1905,1550000
7640693,,Sedan,Lahore,White,1800,Petrol,Honda,104387,Civic,Lahore,Automatic,1905,5850000
7929061,,Sedan,Rawalpindi,Super White,1300,Petrol,Toyota,18000,Yaris,Islamabad,Automatic,1905,4350000
7929063,,Sedan,Faisalabad,Lunar Silver Metallic,1300,Petrol,Honda,51000,City,Islamabad,Manual,1905,3850000
7929064,,Hatchback,Islamabad,Solid White,660,Petrol,Suzuki,23000,Alto,Islamabad,Automatic,1905,2835000
7929065,,Sedan,Peshawar,Super White,1598,Petrol,Toyota,4090,Corolla,Un-Registered,Automatic,,7300000
7929066,,Hatchback,Peshawar,Maroon,1000,Petrol,Suzuki,50000,Cultus,Lahore,Manual,1905,795000
7929067,Imported,Hatchback,Karachi,Burgundy,1000,Petrol,Toyota,77000,Passo,Karachi,Automatic,1905,2900000
7755314,,Sedan,Karachi,Carbon Black Metallic,101,,BMW,200,7,Un-Registered,Automatic,,93000000
7875660,,Hatchback,Lahore,Clear White,998,Petrol,KIA,15200,Picanto,Punjab,Automatic,1905,3275000
7929069,,Sedan,Lahore,Lunar Silver Metallic,1300,Petrol,Honda,271419,City,Punjab,Manual,1905,2400000
7929073,,Sedan,Gujranwala,,1300,Petrol,Toyota,137000,Corolla,Punjab,Manual,1905,2430000
7744398,Imported,SUV,Lahore,Black,2700,Petrol,Toyota,102500,Prado,Islamabad,Automatic,1905,19400000
7929071,,Hatchback,Islamabad,Gray Metallic,800,Petrol,Suzuki,99000,Mehran,Lahore,Manual,1905,430000
7929072,,Double Cabin,D.G.Khan,Black,3000,Diesel,Toyota,176000,Hilux,Sindh,Automatic,1905,7150000
7929074,,Sedan,Karachi,Red,1300,Petrol,Toyota,89000,Corolla,Karachi,Manual,1905,2065000
7929079,,Pick Up,Islamabad,Solid White,800,Petrol,Suzuki,1400,Ravi,Rawalpindi,Manual,1905,1885000
7929080,,Sedan,Islamabad,Teffeta White,1498,Petrol,Honda,10,Civic,Un-Registered,Automatic,,9200000
7923989,,Sedan,Rawalpindi,Lunar Silver Metallic,1800,Petrol,Honda,90000,Civic,Islamabad,Automatic,1905,4990000
7917359,,Sedan,Lahore,Black,1600,Petrol,Toyota,93000,Corolla,Lahore,Automatic,1905,3975000
7925402,Imported,,Gujranwala,Silver,660,Petrol,Suzuki,135000,Every,Gujranwala,Automatic,1905,2250000
7924264,,,Islamabad,White,1800,Petrol,Honda,29000,Civic,Islamabad,Automatic,1905,6890000
7905831,,Sedan,Islamabad,White,1800,Petrol,Honda,88000,Civic,Islamabad,Automatic,1905,3840000
7879546,Imported,,Multan,Red,660,Petrol,Nissan,38000,Dayz,Un-Registered,Automatic,1905,4225000
7925742,,Hatchback,Bahawalpur,Solid White,660,Petrol,Suzuki,65000,Alto,Sindh,Manual,1905,2250000
7607911,Imported,Crossover,Islamabad,White,996,Petrol,Toyota,42000,Raize,Un-Registered,Automatic,1905,7500000
7660850,,Compact SUV,Lahore,Orion Blue,1499,Petrol,Changan,39852,Oshan,Punjab,Automatic,1905,8900000
7721859,,Compact sedan,Lahore,Lunar Silver Metallic,1497,Petrol,Honda,27422,City,Un-Registered,Automatic,1905,4800000
7929043,,Sedan,Lahore,Silver Metallic,1300,Petrol,Toyota,176500,Corolla,Punjab,Manual,1905,3500000
7929044,,Sedan,Lahore,Modern Steel Metallic,1800,Petrol,Honda,74500,Civic,Islamabad,Automatic,1905,5300000
7929047,,Sedan,Abbottabad,White,1300,Petrol,Toyota,71000,Corolla,Rawalpindi,Manual,1905,3880000
7929050,,Sedan,Gujranwala,Taffeta White,1800,Petrol,Honda,65000,Civic,Islamabad,Automatic,1905,6100000
7929052,Imported,Station Wagon,Mardan,Silver,1500,Petrol,Toyota,256777,Corolla,Islamabad,Automatic,1905,3300000
7916817,,Sedan,Sialkot,Silver,1800,Petrol,Honda,38000,Civic,Punjab,Automatic,1905,5200000
7929053,,Sedan,Rawalpindi,Taffeta White,1500,Petrol,Honda,172000,City,Lahore,Manual,1905,2850000
7929054,,Sedan,Faisalabad,White,1300,Petrol,Honda,100000,City,Islamabad,Manual,1905,1800000
7918211,Imported,Hatchback,Lahore,Grey,1000,Petrol,Toyota,103000,Vitz,Lahore,Automatic,1905,2345000
7920299,,Sedan,Karachi,White,1800,Petrol,Honda,45000,Civic,Karachi,Automatic,1905,5700000
7925665,Imported,SUV,Karachi,Graphite,2700,Petrol,Toyota,104000,Prado,Karachi,Automatic,1905,
7925557,,Sedan,Karachi,Silver Metallic,1300,Petrol,Toyota,32000,Yaris,Lahore,Manual,1905,4500000
7915844,,Sedan,Lahore,Black,1300,Petrol,Toyota,95000,Corolla,Lahore,Manual,1905,2590000
7839838,,Sedan,Lahore,Black,1300,Petrol,Toyota,93000,Corolla,Lahore,Manual,1905,3550000
7923646,,Sedan,Karachi,Taffeta White,1500,Petrol,Honda,81823,Civic,Sindh,Automatic,1905,5500000
7924638,,Hatchback,Karachi,Grey,996,Petrol,Toyota,9761,Yaris,Un-Registered,Automatic,1905,5700000
7891063,,SUV,Karachi,Grey,1500,Petrol,DFSK,7569,Glory,Sindh,Automatic,1905,5790000
7925707,Imported,,Bahawalpur,Unlisted,1000,Petrol,Toyota,43804,Vitz,Sindh,Automatic,1905,2400000
7923579,Imported,SUV,Islamabad,Green,3000,Diesel,Toyota,310000,Surf,Islamabad,Automatic,1905,2300000
7895101,Imported,Hatchback,Gujranwala,Silver,660,Hybrid,Suzuki,100,Wagon,Un-Registered,Automatic,1905,3800000
7907450,,Compact sedan,Islamabad,Silver,1200,Petrol,Honda,12500,City,Islamabad,Manual,,4495000
7712188,,Hatchback,Lahore,Grey,800,Petrol,Suzuki,145000,Mehran,Karachi,Manual,1905,800000
7870791,,Sedan,Peshawar,White,1800,Petrol,Honda,9600,Civic,Islamabad,Automatic,1905,7265000
7925705,,Compact sedan,Lahore,Lunar Silver Metallic,1497,Petrol,Honda,4509,City,Lahore,Automatic,1905,5450000
7929035,,Hatchback,Gujranwala,Gold,796,Petrol,Suzuki,60000,Mehran,Lahore,Manual,1905,1285000
7929037,Imported,,Islamabad,White,800,Petrol,Suzuki,92000,Mehran,Islamabad,Manual,1905,1350000
7929038,,Sedan,Taunsa,White,1300,Petrol,Toyota,100000,Corolla,Sindh,Manual,1905,4100000
7929036,Imported,Hatchback,Lahore,Green,1000,Petrol,Daihatsu,91000,Charade,Lahore,Manual,,210000
7929039,,Sedan,Islamabad,Black ,1600,Petrol,Toyota,158000,Corolla,Lahore,Automatic,1905,1850000
7902120,Imported,SUV,Islamabad,Blue,2500,Diesel,Mitsubishi,130000,Pajero,Islamabad,Manual,1905,1500000
7892344,,Sedan,Karachi,Attitude Black,1600,Petrol,Toyota,25000,Corolla,Sindh,Automatic,1905,5300000
7925549,,Crossover,Karachi,Black,1400,Petrol,KIA,24800,Stonic,Karachi,Automatic,1905,5250000
7841452,,Sedan,Islamabad,White,1200,Petrol,Audi,66000,A3,Lahore,Automatic,1905,7500000
7915837,Imported,Hatchback,Karachi,Silver,1300,Petrol,Toyota,130000,IST,Karachi,Automatic,1905,1400000
7867962,Imported,Hatchback,Islamabad,Silver,660,Petrol,Daihatsu,66000,Mira,Islamabad,Automatic,1905,2750000
7867964,Imported,Hatchback,Islamabad,Black,660,Petrol,Daihatsu,25000,Mira,Islamabad,Automatic,1905,3350000
7854055,,Sedan,Lahore,Silver,1600,Petrol,Honda,160000,Civic,Lahore,Automatic,1905,1290000
7867956,Imported,Hatchback,Islamabad,Black,660,Petrol,Daihatsu,35000,Mira,Un-Registered,Automatic,1905,3375000
7874224,,Sedan,Islamabad,Lunar Silver Metallic,1800,Petrol,Honda,77000,Civic,Islamabad,Automatic,1905,5075000
7925577,,Crossover,Lahore,White,1400,Petrol,KIA,36000,Stonic,Islamabad,Automatic,1905,5385000
7910627,,Sedan,Faisalabad,White,1800,Petrol,Honda,93900,Civic,Islamabad,Automatic,1905,5200000
7925850,Imported,SUV,Islamabad,Grey Metallic,2700,Petrol,Toyota,69000,Prado,Islamabad,Automatic,1905,17900000
7855420,,Sedan,Lahore,Modern Steel Metallic,1800,Petrol,Honda,185000,Civic,Lahore,Automatic,1905,2065000
7844123,,Sedan,Karachi,Super White,1600,Petrol,Toyota,91257,Corolla,Sindh,Automatic,1905,4550000
7925907,,Sedan,Hyderabad,Lunar Silver Metallic,1800,Petrol,Honda,7250,Civic,Karachi,Automatic,1905,6700000
7280002,,SUV,Karachi,White,2800,Diesel,Toyota,900,Fortuner,Karachi,Automatic,1905,
7837602,,Sedan,Lahore,White,1800,Petrol,Honda,69000,Civic,Lahore,Automatic,1905,5300000
7669100,,Hatchback,Gujranwala,Solid White,660,Petrol,Suzuki,37000,Alto,Lahore,Automatic,1905,2575000
7926027,Imported,Hatchback,Lahore,Maroon,660,Petrol,Suzuki,62000,Hustler,Lahore,Automatic,1905,2500000
7627858,,Hatchback,Lahore,White,1000,Petrol,Suzuki,135000,Wagon,Lahore,Manual,1905,2200000
7431241,,SUV,Sialkot,Super White,2800,Diesel,Toyota,30500,Fortuner,Islamabad,Automatic,1905,17000000
7929031,,Van,Multan,White,800,Petrol,Suzuki,37000,Bolan,Punjab,Manual,1905,1900000
7929033,Imported,Micro Van,Sialkot,White,660,Petrol,Suzuki,152000,Every,Lahore,Automatic,1905,1450000
7925366,,Sedan,Rawalpindi,,1300,Petrol,Suzuki,175000,Baleno,Islamabad,Manual,1905,1000000
7715086,,Sedan,Lahore,Super White,1598,Petrol,Toyota,7362,Corolla,Punjab,Automatic,1905,6600000
7828544,,Sedan,Lahore,Black,1300,Petrol,Toyota,22000,Yaris,Lahore,Manual,1905,
7850518,,Hatchback,Lahore,Blue,1000,Petrol,KIA,21000,Picanto,Lahore,Automatic,1905,
7925478,,Crossover,Islamabad,White,1500,Petrol,MG,25000,HS,Islamabad,Automatic,1905,7200000
7844113,,SUV,Lahore,White,2000,Petrol,KIA,35600,Sportage,Punjab,Automatic,1905,7020000
7843128,,Hatchback,Karachi,Black,1300,Petrol,Suzuki,17000,Swift,Karachi,Automatic,1905,2975000
7611817,,Sedan,Karachi,,1300,Petrol,Honda,23500,City,Sindh,Automatic,1905,3825000
7857661,,Sedan,Karachi,Black,1300,Petrol,Toyota,77000,Corolla,Karachi,Automatic,1905,3450000
7827259,,Sedan,Arifwala,Polar White,2497,Petrol,Hyundai,22281,Sonata,Islamabad,Automatic,1905,10800000
7925534,,Sedan,Karachi,Attitude Black,1300,Petrol,Toyota,75000,Corolla,Karachi,Automatic,1905,3125000
7905803,,Hatchback,Islamabad,White,1300,Petrol,Suzuki,110000,Swift,Islamabad,Manual,1905,2300000
7920517,Imported,SUV,Islamabad,White,2700,Petrol,Toyota,124000,Prado,Sindh,Automatic,1905,7460000
7822292,Imported,,Karachi,Silver,1000,Petrol,Toyota,23000,Yaris,Un-Registered,Automatic,1905,4950000
7822394,Imported,,Karachi,Black,1000,Petrol,Toyota,47000,Yaris,Un-Registered,Automatic,1905,4875000
7928154,,Sedan,Karachi,Crystal Black,1800,Petrol,Honda,74000,Civic,Karachi,Automatic,1905,4650000
7758689,Imported,Hatchback,Karachi,Silver,660,Petrol,Daihatsu,17933,Mira,Un-Registered,Automatic,1905,3850000
7879518,,SUV,Lahore,Sparkling Silver,1999,Petrol,KIA,45000,Sportage,Punjab,Automatic,1905,6940000
7921140,Imported,Sedan,Karachi,Silver,1500,Petrol,Toyota,104000,Prius,Karachi,Automatic,1905,2750000
7928192,,Sedan,Lahore,Taffeta White,1300,Petrol,Honda,72000,City,Lahore,Manual,1905,3340000
7928188,Imported,,Islamabad,Maroon,660,Petrol,Mitsubishi,95000,Ek,Islamabad,Automatic,1905,1875000
7929018,,Sedan,Karachi,Maroon,1300,Petrol,Toyota,128000,Corolla,Sindh,Manual,1905,2350000
7866099,,Sedan,Lahore,Urban Titanium,1300,Petrol,Honda,145000,City,Punjab,Manual,1905,2650000
7929019,,Sedan,Islamabad,Modern Steel Metallic,1300,Petrol,Honda,238000,City,Islamabad,Manual,1905,2450000
7929023,Imported,Hatchback,Sahiwal,Silver,1000,Petrol,Toyota,170000,Vitz,Lahore,Automatic,1905,2800000
7929025,,MPV,Karachi,Lunar Silver Metallic,1500,Petrol,Honda,66000,BR-V,Karachi,Automatic,1905,3900000
7904526,,Hatchback,Rawalpindi,Blue,1000,Petrol,Suzuki,100000,Alto,Rawalpindi,Manual,1905,1050000
7929026,,Sedan,Lahore,Taffeta White,1600,Petrol,Honda,150000,Civic,Lahore,Manual,1905,1375000
7929027,,Sedan,Lahore,Teffeta White,1498,Petrol,Honda,21000,Civic,Islamabad,Automatic,1905,8350000
7868460,,Hatchback,Lahore,Maroon,1300,Petrol,Suzuki,132000,Swift,Lahore,Manual,1905,1666000
7929024,Imported,Hatchback,Lahore,Brown,660,Petrol,Nissan,89700,Moco,Lahore,Automatic,1905,1785000
7929029,,Hatchback,Islamabad,Solid White,1000,Petrol,Suzuki,88000,Cultus,Lahore,Manual,1905,1525000
7562831,Imported,Sedan,Lahore,Silver,1300,Petrol,Suzuki,262786,Baleno,Karachi,Manual,1905,1250000
7921234,,Sedan,Lahore,Taffeta White,1800,Petrol,Honda,40000,Civic,Islamabad,Automatic,1905,6600000
7929028,Imported,Sedan,Islamabad,Grey,1500,Petrol,Daewoo,180000,Racer,Islamabad,Manual,1905,450000
7925417,Imported,Sedan,Islamabad,Red,1500,Petrol,Toyota,111000,Corolla,Un-Registered,Automatic,1905,1590000
7855809,,,Karachi,White,1300,Petrol,Honda,155000,City,Sindh,Automatic,1905,1850000
7767611,Imported,,Karachi,Gold,1300,Petrol,Suzuki,99999,Samurai,Karachi,Manual,,1550000
7921890,,Sedan,Karachi,Super White,1598,Petrol,Toyota,36534,Corolla,Sindh,Automatic,1905,6200000
7925448,Imported,Sedan,Lahore,Black,1400,Petrol,Audi,28000,A4,Lahore,Automatic,1905,15500000
7837934,Imported,,Lahore,White,3000,Petrol,Toyota,150000,Alphard,Lahore,Automatic,1905,3950000
7902763,Imported,,Rawalpindi,Blue,660,Petrol,Nissan,26000,Dayz,Un-Registered,Automatic,1905,3510000
7803922,Imported,Crossover,Lahore,Black Metallic,1500,Hybrid,Honda,35000,Vezel,Punjab,Automatic,1905,7150000
7925462,,Sedan,Karachi,Maroon,1800,Petrol,Honda,35900,Civic,Karachi,Automatic,1905,5290000
7919547,,Sedan,Islamabad,Green,1300,Petrol,Suzuki,135436,Liana,Punjab,Manual,1905,1290000
7746967,,Hatchback,Lahore,White,660,Petrol,Suzuki,10,Alto,Un-Registered,Manual,,2675000
7405909,Imported,Hatchback,Islamabad,White,1000,Petrol,Toyota,47291,Passo,Un-Registered,Automatic,1905,4400000
7923317,,Sedan,Sheikhupura,Bronze,1300,Petrol,Honda,150000,City,Lahore,Manual,1905,2650000
7929006,,Sedan,Peshawar,White,1800,Petrol,Toyota,54000,Corolla,Islamabad,Automatic,1905,2470000
7929013,,Sedan,Islamabad,Maroon,1800,Petrol,Honda,114000,Civic,Islamabad,Automatic,1905,3615000
7716864,,Hatchback,Lahore,White,1000,Petrol,Suzuki,6822,Cultus,Lahore,Automatic,1905,4100000
7929015,Imported,,Peshawar,White,2800,Diesel,Toyota,250000,Hilux,Islamabad,Manual,1905,2400000
7910930,,Hatchback,Abbottabad,Solid White,1300,Petrol,Suzuki,100000,Swift,Islamabad,Manual,1905,2190000
7929014,,Hatchback,Karachi,Grey,800,Petrol,Suzuki,200000,Mehran,Karachi,Manual,1905,340000
7888647,,Compact SUV,Lahore,Diamond Black,1500,Petrol,Haval,12000,H6,Punjab,Automatic,,10300000
7924868,,Sedan,Lahore,Galaxy Balck,1500,Petrol,Changan,10000,Alsvin,Punjab,Automatic,,4400000
7864730,,Hatchback,Karachi,Blue,800,Petrol,Daihatsu,173759,Cuore,Karachi,Automatic,1905,1050000
7868283,,Sedan,Lahore,Black,1800,Petrol,Honda,62000,Civic,Lahore,Automatic,1905,3850000
7908292,,Sedan,Karachi,,1800,Petrol,Honda,55000,Civic,Karachi,Automatic,1905,6050000
7861619,,Compact sedan,Lahore,,1500,Petrol,Honda,29500,City,Lahore,Automatic,1905,4635000
7496389,,Double Cabin,Islamabad,White,2800,Diesel,Toyota,20,Hilux,Islamabad,Automatic,,15500000
7917263,,Sedan,Islamabad,Taffeta White,1800,Petrol,Honda,85000,Civic,Islamabad,Automatic,1905,5300000
