Age,Income,Score,Experience,Purchases_Last_Year,Purchased,Gender_Male,Gender_Other,Product_Type_Clothing,Product_Type_Electronics,Product_Type_Food
20.0,40309.0,24.0,5.0,27.0,0.0,False,False,True,False,False
35.0,26970.0,89.0,14.0,34.0,0.0,True,False,False,False,True
42.0,92474.0,74.0,31.0,7.0,1.0,False,False,False,False,False
59.0,106704.0,37.0,10.0,15.0,1.0,False,False,False,True,False
48.0,66540.0,1.0,22.0,41.0,0.0,True,False,False,False,False
20.0,40384.0,6.0,25.0,35.0,0.0,False,False,False,False,False
57.0,38017.0,81.0,33.0,29.0,1.0,True,False,False,True,False
63.0,95880.0,90.0,33.0,17.0,1.0,False,False,False,True,False
41.0,125570.0,33.0,28.0,1.0,0.0,False,False,False,True,False
67.0,28702.0,90.0,3.0,48.0,0.0,False,False,True,False,False
49.0,20384.0,16.0,16.0,12.0,0.0,True,False,False,True,False
64.0,20404.0,42.0,34.0,3.0,1.0,True,False,True,False,False
39.0,60943.0,58.0,12.0,25.0,1.0,True,False,False,True,False
40.0,67926.0,50.0,38.0,24.0,0.0,True,False,True,False,False
19.0,49189.0,53.0,14.0,29.0,1.0,True,False,False,False,False
44.0,32763.0,23.0,28.0,10.0,0.0,False,False,False,False,True
59.0,38384.0,24.0,28.0,6.0,0.0,True,False,False,False,False
19.0,80100.0,70.0,10.0,30.0,0.0,True,False,False,False,False
43.0,118142.0,51.0,31.0,43.0,1.0,False,False,False,True,False
34.0,29860.0,69.0,1.0,9.0,0.0,True,False,True,False,False
57.0,124293.0,87.0,13.0,38.0,0.0,False,False,False,False,True
50.0,100642.0,32.0,19.0,12.0,1.0,True,False,False,True,False
26.0,70612.0,48.0,21.0,30.0,0.0,False,False,False,True,False
60.0,43574.0,28.0,10.0,6.0,0.0,True,False,False,True,False
65.0,43524.0,62.0,26.0,48.0,0.0,True,False,False,False,False
56.0,89172.0,21.0,2.0,41.0,1.0,False,False,True,False,False
46.0,30916.0,25.0,16.0,41.0,0.0,True,False,True,False,False
59.0,24809.0,27.0,27.0,35.0,0.0,False,False,False,False,True
43.0,52201.0,84.0,28.0,19.0,0.0,True,False,True,False,False
52.0,73330.0,48.0,20.0,3.0,1.0,True,False,True,False,False
67.0,33456.0,70.0,15.0,6.0,0.0,False,False,False,True,False
42.0,133748.0,80.0,36.0,0.0,1.0,True,False,False,True,False
41.0,76397.0,83.0,19.0,43.0,0.0,False,False,False,False,False
30.0,141288.0,48.0,5.0,44.0,1.0,False,True,False,True,False
24.0,58765.0,19.0,18.0,41.0,0.0,False,False,False,True,False
53.0,54816.0,85.0,4.0,46.0,0.0,False,False,False,True,False
62.0,65106.0,91.0,2.0,12.0,1.0,True,False,False,True,False
37.0,73932.0,62.0,0.0,21.0,1.0,True,False,False,False,False
18.0,37100.0,60.0,37.0,20.0,0.0,True,False,False,True,False
25.0,77091.0,48.0,14.0,21.0,0.0,False,False,False,False,True
63.0,41949.0,70.0,33.0,27.0,0.0,False,True,False,False,True
33.0,90080.0,0.0,34.0,8.0,0.0,True,False,False,False,True
31.0,57744.0,95.0,24.0,25.0,1.0,False,False,False,False,True
29.0,65543.0,12.0,23.0,8.0,0.0,True,False,False,True,False
68.0,128319.0,93.0,11.0,14.0,1.0,False,False,False,False,True
40.0,112193.0,86.0,17.0,9.0,0.0,True,False,False,True,False
32.0,56187.0,50.0,14.0,23.0,1.0,False,True,False,False,False
45.0,132734.0,55.0,15.0,41.0,0.0,False,False,False,False,True
51.0,27239.0,82.0,26.0,7.0,1.0,True,False,True,False,False
19.0,144454.0,61.0,7.0,23.0,0.0,True,False,False,False,True
49.0,34489.0,31.0,24.0,15.0,0.0,True,False,False,False,True
40.0,134937.0,29.0,16.0,48.0,0.0,True,False,False,True,False
39.0,78017.0,28.0,28.0,25.0,1.0,True,False,False,False,True
68.0,81877.0,48.0,7.0,26.0,0.0,False,False,True,False,False
42.0,63125.0,44.0,14.0,36.0,1.0,False,False,False,True,False
39.0,69922.0,92.0,26.0,3.0,1.0,False,False,False,True,False
39.0,114074.0,29.0,6.0,49.0,1.0,True,False,False,False,False
66.0,52049.0,15.0,2.0,23.0,0.0,False,False,False,False,False
69.0,57131.0,39.0,28.0,18.0,0.0,False,False,False,False,True
59.0,62944.0,18.0,23.0,35.0,0.0,True,False,False,False,False
23.0,135765.0,17.0,2.0,38.0,0.0,False,False,False,False,False
32.0,93963.0,0.0,19.0,9.0,1.0,False,False,False,False,False
60.0,126884.0,77.0,14.0,24.0,1.0,True,False,False,True,False
54.0,145917.0,46.0,24.0,17.0,0.0,True,False,False,True,False
50.0,44285.0,65.0,29.0,18.0,1.0,False,False,False,True,False
25.0,57626.0,91.0,13.0,35.0,0.0,True,False,False,False,False
61.0,62808.0,93.0,6.0,9.0,0.0,False,False,False,True,False
61.0,108464.0,37.0,16.0,32.0,1.0,False,False,False,False,False
22.0,73871.0,50.0,19.0,49.0,1.0,False,False,False,True,False
56.0,39198.0,62.0,35.0,4.0,1.0,True,False,False,True,False
21.0,39758.0,3.0,8.0,46.0,0.0,True,False,True,False,False
23.0,35254.0,0.0,37.0,48.0,0.0,False,False,False,False,True
62.0,64238.0,7.0,21.0,34.0,0.0,False,False,False,False,False
49.0,21252.0,28.0,1.0,43.0,0.0,True,False,True,False,False
69.0,59764.0,54.0,23.0,33.0,1.0,False,False,False,True,False
47.0,97709.0,2.0,7.0,32.0,1.0,False,False,False,False,False
64.0,57441.0,31.0,10.0,20.0,0.0,True,False,False,True,False
52.0,112234.0,9.0,12.0,16.0,0.0,True,False,False,False,True
57.0,73682.0,73.0,16.0,21.0,0.0,False,False,True,False,False
69.0,79494.0,82.0,7.0,47.0,1.0,True,False,False,False,True
33.0,101317.0,33.0,20.0,36.0,1.0,True,False,True,False,False
30.0,85215.0,96.0,17.0,14.0,1.0,True,False,False,True,False
67.0,98587.0,86.0,29.0,34.0,1.0,True,False,False,False,True
59.0,125185.0,54.0,17.0,27.0,0.0,False,False,False,False,True
45.0,26949.0,91.0,30.0,6.0,1.0,False,False,False,True,False
36.0,127825.0,31.0,37.0,31.0,0.0,True,False,False,False,True
34.0,75393.0,49.0,31.0,10.0,0.0,False,False,False,False,False
36.0,93553.0,6.0,10.0,9.0,0.0,False,False,True,False,False
45.0,26941.0,92.0,24.0,8.0,0.0,False,False,True,False,False
43.0,45934.0,7.0,32.0,13.0,0.0,True,False,True,False,False
54.0,43386.0,64.0,37.0,12.0,0.0,True,False,False,False,False
43.0,145362.0,56.0,7.0,24.0,1.0,False,True,True,False,False
40.0,81886.0,66.0,10.0,1.0,1.0,False,False,False,True,False
26.0,95745.0,87.0,21.0,34.0,1.0,True,False,False,False,True
29.0,103251.0,86.0,23.0,6.0,1.0,True,False,False,False,False
18.0,114456.0,58.0,16.0,20.0,1.0,True,False,True,False,False
18.0,73413.0,71.0,11.0,17.0,1.0,False,False,False,True,False
64.0,76800.0,53.0,31.0,2.0,1.0,False,False,False,False,True
51.0,117239.0,66.0,14.0,41.0,0.0,False,False,False,False,True
49.0,62318.0,50.0,15.0,38.0,1.0,True,False,False,False,False
65.0,139803.0,96.0,21.0,40.0,1.0,False,False,False,False,False
42.0,90173.0,91.0,27.0,48.0,0.0,False,False,False,False,False
57.0,90390.0,7.0,19.0,10.0,0.0,True,False,False,True,False
62.0,72329.0,33.0,32.0,38.0,0.0,False,False,False,True,False
18.0,142418.0,34.0,9.0,23.0,0.0,False,True,False,False,False
56.24335756712834,21092.442095961826,78.07414427366977,31.154630967462115,39.817003875013356,-0.00032584028684128823,True,False,False,False,False
69.03572264643057,31167.96588406722,5.521412893909822,23.767760376115483,30.121683304016827,0.004678564275238777,True,False,False,False,False
45.85899447453534,73408.41848046718,29.057920414068445,13.461538812713675,49.54004282045329,0.9666082878002915,False,False,True,False,False
31.594269811539885,46253.93840299759,2.073953050326529,30.883643404995155,31.497881290542935,0.043113909271903825,False,False,False,False,False
58.59080802925875,79598.78584128512,10.083981015150549,15.730710392590634,0.38279736731389824,0.004535877962948923,True,False,False,False,False
23.799538663949974,36502.38968548849,55.45870094704019,2.962842850767524,31.3560089670312,-0.0020355111393004144,True,False,False,False,False
37.44829667876027,134469.09728689017,19.15423166792831,36.00320703413081,32.68275674624225,0.0379780043627525,True,False,False,False,False
56.2277150769355,141713.57686492504,71.77498051422323,19.692800247238054,40.13608112406979,1.0281475143079066,False,False,False,True,False
36.558347162496936,75738.3483632459,16.814394337870436,13.365703874090375,12.460127625929557,0.01788771702070275,True,False,False,False,False
38.84159579460399,93145.53314068196,84.93295855022926,30.13695315542337,29.263961700133905,0.005918538375025172,True,False,False,True,False
45.40142781776487,108864.69227680424,88.56047461879123,17.669526799912813,29.550577928188705,1.0160912334402552,True,False,False,True,False
27.07079974252773,79380.72017034957,68.4132275276602,6.094213469118443,12.762154541564893,-0.009311154643076537,True,False,False,False,False
40.36110146404285,88853.07517094872,35.42402014341327,8.808490854709948,23.880653369739004,0.9911044710739322,True,False,False,False,True
53.56810059118863,89605.40359459264,3.4863875856567605,5.454962120458647,20.6523215469698,0.015461388565151243,False,False,False,True,False
56.98668132849867,32671.785737248996,54.65006202103317,32.30956136445573,38.52324000546557,1.0038769968419436,True,False,False,False,True
39.42531232329522,93867.18211212312,61.55929791664376,21.711322370907702,0.9024751638074471,1.016712656819617,False,False,False,False,True
19.482893310939627,106763.37318532549,75.06651862408086,19.95742863655817,36.40942818002058,0.9780237159953503,True,False,False,False,False
39.753811315444416,112615.42921261482,41.06470497659613,18.03184925787045,37.69894289314943,0.9537452791893289,False,False,True,False,False
19.2923060104218,84403.85121592344,72.29866329743516,17.16299728356529,23.57329172968439,1.01137585380074,False,False,False,False,False
41.67499732057385,29135.34127488138,23.489274325868475,34.70382946909126,44.595509919494035,0.0017586704956714786,False,False,True,False,False
63.02959651693446,72976.02184002812,53.89942236953719,28.05643367149365,48.34867915291333,1.0100931890204938,False,False,True,False,False
47.36224481102451,66894.29277483576,77.1482290064833,16.593650276000798,11.874458513237416,0.9944372286256712,True,False,False,False,False
54.886568309434566,97708.95924060902,94.9182977428096,0.8331709479461409,33.28430940719094,1.0000550083715603,True,False,False,False,False
20.17711999562092,72122.81639181696,74.41775894550065,-0.45316713095726346,41.15728092119459,1.007229554117032,False,False,True,False,False
38.502638902960484,115560.29580961543,13.254041776899236,3.6508610504199237,42.65971043263823,0.05117118968617802,False,True,False,False,False
51.063660630740934,100419.98576936204,7.608757827110787,19.238030912244618,47.588790734719424,-0.0326646136802977,False,False,True,False,False
29.26437396154664,81362.56333039785,2.597977158745782,9.758196423667057,39.11093667588408,-0.017333988358420007,False,False,False,False,True
40.15149701476361,50147.7947425678,1.5621901496341635,0.9860611411554819,9.233372001077992,-0.00015247323563133107,False,False,False,False,False
60.65824364322145,112572.04971504785,51.79262729473526,1.7088709615045918,1.7265495505661255,0.9675073200333468,True,False,False,False,True
41.60142696224508,64958.72306972148,22.8946354169406,22.197058328779015,4.795643578582923,1.0223471763919616,True,False,False,True,False
65.4145978000883,125281.28428273341,65.67247262317132,10.295952857767203,7.904691698739881,1.0244805647115938,False,False,False,False,True
44.62250991220095,139408.17384200435,95.52404323088508,18.625238886370827,4.663779306657076,1.0212813072784706,False,False,False,False,True
58.66262007000956,50854.15175920822,63.88266216367273,3.8518398059526593,8.906382189457682,0.05089536938703606,True,False,True,False,False
43.437797499537666,140296.9018890958,26.92090838646466,35.21267645075565,36.59785361897895,1.0180763311629424,False,False,False,False,True
32.295123789057875,114046.24740641899,92.65225272592238,36.89217518281725,29.960159970546165,1.0356435873950327,True,False,False,False,False
30.556599612426467,114017.68976159557,29.200933277892855,29.008056909296894,31.122661550892005,0.013116113104721902,False,False,True,False,False
63.818548753968514,81795.8660645416,48.3638300667155,7.870254977910435,40.63724248185542,0.9836738342197808,True,False,False,True,False
68.80643821708478,75955.2318410081,58.607034146956536,32.68476719652222,49.14849287653044,-0.02471081050816421,True,False,False,False,False
61.297658501435805,82632.53177615735,48.50177196483856,35.1833289507923,12.564613603708166,0.0012968972980223355,False,False,False,True,False
68.13387230644156,124144.28999897139,16.692039918034418,20.99060121908718,6.893295608452503,0.007685264076905148,True,False,False,False,True
18.542138053437217,45152.146848561424,17.16815173882788,22.67536220556976,7.209238695563415,0.9768166162520717,False,False,False,False,False
53.05699278817909,124373.55869454663,4.776310011982267,15.864882334636743,49.51842060942978,0.022295163437804022,False,False,False,False,False
69.19328220747232,40778.792391745366,81.05476994076592,9.56333914539436,27.3311596868682,0.9868015983207753,False,False,False,True,False
24.673108164371754,99345.54107734267,89.27983271020335,28.647826932301363,18.716978091189706,0.9885932797143934,True,False,False,False,False
39.43378049882296,118800.64126335425,42.336470709068365,22.484706555171943,44.92540976591837,0.982365589214079,True,False,False,False,False
24.27346672300621,115908.26750889997,61.22926757640762,30.647633992226805,5.557060800865108,1.0034047042949916,True,False,False,False,False
55.55001777609596,89380.57933432957,21.929498642605903,16.174552777832446,10.592352893046083,0.9885410011465641,False,True,False,False,True
36.28886037149483,147012.73912568955,21.220264619860092,15.973437663868758,19.28136759126113,-0.019556319772465025,False,False,False,True,False
20.58107444284095,60957.733479214025,68.61800691124682,13.84671965002622,15.272544926905633,1.0209746579693721,False,False,False,False,False
41.67759978484109,85643.6712888432,0.8013336411784502,7.444719488603282,3.403339002824292,-0.03502908590500044,False,False,True,False,False
30.365534423511253,45247.74202380398,5.543856041562977,38.51328273679834,4.748477905445805,-0.0004918115565873505,False,False,True,False,False
68.03049313756841,129779.02320386743,9.854024059175787,0.28398173361303647,20.670619673944227,0.0043913694877435756,False,False,True,False,False
26.210318585809656,123027.00904175747,89.1925402071493,25.00715146006056,25.23409530847652,0.029863093656651886,True,False,True,False,False
42.11404432764427,34002.820838679734,43.73050734205583,37.172034295684355,1.9807971623259726,-0.017342817774007917,False,False,False,False,True
18.223723193313756,77483.82937477648,35.08345590400447,7.442979933280208,38.76238425130795,0.023794314876119917,True,False,False,False,False
38.80358428190793,61675.56799689338,49.847536195363524,20.37096675573775,40.649052708371435,-0.014529970299492259,False,False,False,True,False
44.43211211626754,28563.564157779398,75.52453639145727,2.1958282998670096,12.987562717611135,0.9942514208565352,False,False,False,False,False
64.10165870403424,39271.193395614064,88.86102279322826,24.225926618659965,9.594160206285425,0.04791379535077088,False,False,False,False,True
24.34011386336222,25182.42627763935,44.21676010472121,27.711621269104164,17.452241575941866,-0.0023003779878868593,True,False,True,False,False
61.03342537064659,50183.147989558776,26.615466847732044,32.980410342123704,9.345389536812895,-0.02358387891716256,True,False,False,False,True
25.104245378110722,72073.10278613993,74.15261318842674,22.74624875870715,22.679343628999277,1.03739383977595,True,False,False,False,False
62.91385599866002,74552.3703648676,25.619102368481787,36.05341931757575,11.428791208666963,-0.03775029558320652,True,False,False,True,False
53.47532188304747,121542.49454637086,48.04459969308052,9.45828021462703,12.38544401426917,-0.03762301836022788,True,False,False,False,True
31.27735929143802,49599.86683849805,84.81076322715838,4.820780349903795,25.002098183444478,0.018668688850666082,False,False,False,True,False
34.98580257048896,115515.17917834352,55.730891408811445,17.637340138639136,42.09685819227476,1.0052381906491794,False,False,False,False,True
53.22534142546878,68291.58451571588,92.34516850783703,20.734194362542762,18.640619652126066,0.9955825756765044,True,False,False,True,False
66.39789312255347,111011.44302154268,60.37995273213463,34.59403857930084,44.54608285588088,0.04610166917483498,True,False,False,True,False
57.01003255554909,110560.62755462962,46.638157689405716,36.35878498584304,35.55241300284742,1.00829089550584,True,False,True,False,False
19.324272025659884,78915.33078771879,62.098045914824404,32.32247732475296,44.549177210019806,0.02026957631177949,False,False,False,True,False
18.09825189019147,87761.21146411456,78.7598704368425,15.746378194618094,7.082071348788421,1.007754715305706,False,False,True,False,False
22.869869608439835,37416.47912340885,27.05973108725793,36.236967989211315,29.3943116668027,-0.014069731335768393,False,False,False,False,False
58.603050241840826,79385.01469782212,34.823412049705915,23.83210711086741,30.564651265422743,-0.0101653030119202,False,False,False,False,False
20.951106907660897,92579.26482671902,0.013306250432564502,38.09216914765372,42.78236607433362,-0.03980782049768294,False,True,True,False,False
46.444079592706764,30207.467846297102,7.805390518012917,12.004401071289026,17.014659013878543,1.0427422211798707,False,False,True,False,False
33.70100922187823,54019.957726967674,97.2867844201501,21.957640179079146,4.767707583182732,1.0099224361997172,True,False,False,False,True
43.69720185364933,110518.34799289634,48.73314826519322,21.855373653917294,17.724210389072628,0.9973777334409375,False,False,False,False,True
61.68308300759183,24658.27667317683,76.86286248084578,21.115523529068472,18.5625091497909,-0.0074934315209257574,True,False,False,False,True
51.194788305959804,90666.11592568632,47.59965948351471,25.565924482207826,21.14923056712244,0.9837490193678206,False,False,False,False,False
27.346722217322576,124342.17729576449,52.51703942119662,29.748569519138524,35.58385555534973,1.0353966869011777,True,False,False,False,True
52.60329872673396,112009.65399606837,84.492110300109,4.978216460405767,30.372582468011476,0.9942782991302153,False,False,False,True,False
30.536852328256053,141781.41423089558,15.412649354375514,25.200042418347838,41.460729943597705,-0.034081642306207284,False,False,False,True,False
47.91551304800744,124274.0019884179,91.85683926391206,38.348284864088924,1.9201350141895228,1.0339625677770572,False,False,False,False,True
65.5304824794369,126725.49173775774,24.479248247684602,32.37380015556081,27.12975939537199,0.980057333485438,False,False,False,True,False
31.632275968563263,117788.99592128102,86.04269177474903,9.95062349354499,8.386266477975216,-0.0035071207593727655,True,False,False,False,False
25.728792887334812,57784.472281884024,74.38332192695832,5.68261365721796,33.580385725194326,0.9935163509833933,True,False,False,True,False
30.099738017826517,131097.779224817,87.33586755048725,8.986105793380508,28.490023116086984,-0.02096295677399535,True,False,False,False,False
40.629876131140094,88602.11302900717,3.111180666122577,15.931529069067313,12.046539612826937,0.05136418346373243,True,False,True,False,False
58.60189160524488,102287.78647862498,22.74717844351403,24.411930907056433,31.65556821965522,1.023627832151357,False,False,True,False,False
37.28550225086131,110157.18266685058,14.641095796346994,19.860559738671657,5.778411603529016,0.9910738522166447,True,False,True,False,False
32.790137795991356,44586.75445321975,57.497383762153135,26.308447095395373,10.734980358702893,1.0080334155552955,False,True,True,False,False
62.11382300686702,131051.09267292659,55.771273307764375,1.164744107994711,47.667908637971536,-0.002764883670975609,False,False,False,True,False
35.359323508931546,104351.261003059,4.723762623435503,0.2968536667107235,29.69332102145729,-0.011279733487440222,False,False,False,False,True
63.382964490308225,58245.887232656525,1.6481180523201475,33.901925932754835,20.307335746761552,1.0202923349726212,True,False,False,True,False
40.76150110421832,21638.921806631217,24.68251615183973,25.69286883625559,29.737672468550397,-0.04122333172462043,False,False,False,False,False
42.82395025160258,32578.84232997805,17.91197509296638,28.439460245712947,23.03573791202006,0.015232491320689554,False,False,False,True,False
41.71426792263449,115749.44187281409,35.84234901753435,20.17941659768264,19.484736062690622,1.0314733185377045,False,False,False,True,False
61.37169464715328,114150.14684858646,100.79819412980666,9.42558284709018,36.75129732707039,0.9937279361473501,False,False,False,False,False
58.23924847546852,144377.17700817317,15.337112368108494,39.24480822333275,3.4668492172139014,1.0384901430364437,False,False,True,False,False
45.80487783286687,119111.29923815775,60.58088044724417,10.070735333856748,27.671906442885202,1.0317109338703083,True,False,True,False,False
32.49078065174906,46520.044633606434,88.28960665259484,35.28348057926524,42.2013398769462,1.0152320733088331,False,False,True,False,False
62.69371483099942,112401.48205996765,28.08581110663107,38.670547273730094,18.16457581911392,-0.00016985351381996311,True,False,False,False,True
17.88179140777945,115389.01068259269,71.55226385487963,38.839263962016084,23.199597405474172,-0.01536186507994091,True,False,False,False,False
40.796828804593666,46156.41140947796,38.45583982645017,34.30008699920832,50.07485226434912,-0.02981920327049022,True,False,False,False,False
21.544239097024235,109757.78147784079,54.55885579967232,32.789733295071585,46.831464616575616,0.9893397337801286,True,False,False,True,False
26.20146715374062,135866.24755708678,13.626037899757083,23.425342186262625,30.437527261734243,1.0093789932104074,True,False,False,False,True
40.145418907394195,35998.56827592588,83.42916015335229,20.93021271090141,38.68211069480126,1.0363659222954562,True,False,True,False,False
19.396843389336752,94779.43673339188,88.249316804078,4.7193477139526046,35.22475737594907,0.9763830942189392,False,True,False,False,True
60.39746835705575,96666.67662588561,44.543185586373625,32.449451323038275,33.628856716003526,1.014888813317493,False,False,False,False,False
24.912096617016562,84174.21393578054,24.38219631287341,35.3866837614291,36.18626741944945,0.012085059883050956,False,True,False,False,False
42.16642213015089,75861.08457577911,14.801579624316455,18.434657042257115,1.1867126149893625,1.0329727199527017,True,False,False,True,False
27.9061662877185,127486.9356872996,11.46412291476585,17.948576718640858,13.305452940262597,1.0148543758358197,True,False,False,True,False
68.30710789533914,41933.403372906345,83.90169797665993,34.35095091448688,32.52747055750133,1.0235689608940846,False,False,False,False,False
34.681317066159636,23550.76349529741,24.610017842888016,14.956761197843655,35.555627600553656,0.07472438945600232,True,False,True,False,False
24.514339976410817,102780.45472953326,67.40400993846013,33.81711543031203,3.8089378967325445,1.003567304767085,True,False,True,False,False
52.083522638541005,111594.59451916625,10.157822246476938,7.325106955462375,37.043233591521734,-0.014041058402536014,False,False,False,False,True
52.99881738821126,59129.90618754427,67.8194839780115,25.574397854397574,41.72980163334289,-0.01672924875241216,True,False,False,False,False
50.64952131086689,43588.420024539715,16.101907090068128,0.8961944309048276,11.948674710604696,-0.003605836207841694,False,False,False,False,False
21.964129876025858,32609.109149184285,99.14063303879841,8.164171808882942,3.1027040944268354,0.9650316280830559,False,False,True,False,False
58.51320441248347,20170.0639901104,85.10725398392869,8.539584650953708,43.33305503814257,1.0425173634243534,True,False,True,False,False
55.523964249991245,23811.443726025518,33.87572384488226,37.95798106193811,15.701677678778326,1.010224617526456,True,False,False,False,False
58.04074790424125,124561.53517896784,3.0223742043823956,15.57875738457946,39.60106536919643,1.037676007546138,False,False,False,True,False
44.46768894437538,53319.0814274738,39.43763800692291,-0.1603456061763054,21.19872506004747,-0.008741228871239735,True,False,False,False,False
24.418495201411993,80814.01476757434,80.46089607550705,24.65135734026752,13.188070826791627,1.0172937785352514,True,False,False,False,False
24.601409547336466,105936.30447807706,42.16904412738892,38.10321576680857,32.16351077879446,1.0045406098467957,False,True,True,False,False
25.439134717504476,112573.24207774014,38.68795064988417,24.483703523296825,34.70083704957056,1.0010910606162076,True,False,True,False,False
29.371046889735602,143157.7910980978,3.2902153737530115,38.17210621244941,25.63559021824493,0.97348072956842,False,False,False,True,False
50.42649706655362,60918.85550170234,49.398148290045626,33.01673603008739,6.767914589755145,5.054020121037651e-05,False,True,False,True,False
50.348717363894785,56591.40271669622,23.572327368230127,1.6214859366524383,35.83862689985375,-0.027123504702137168,True,False,False,False,True
64.53683688581104,36949.02581109451,65.31913981280593,36.55451247752545,46.61253117270514,0.0016640467196003853,True,False,False,False,False
40.88059770365962,56610.78105941126,96.84296578862138,29.224747464690026,29.511994195097476,-0.01352760575095046,True,False,True,False,False
39.98899168186616,70244.44282086659,59.02903759585505,36.950351241496506,22.047637526269792,0.009914184115554016,True,False,False,True,False
53.5201757596828,140378.71916121658,53.42557428896007,34.079694275198115,40.34625077867124,0.9854076297637202,True,False,False,False,True
52.771867675185405,136833.2846010036,59.44048490388304,10.638908379380844,43.33961533275848,0.9776114611266243,False,False,False,False,True
61.609542601078864,102547.76254377264,69.24373002551242,17.848202569959234,12.568491652596437,-0.005479221221893882,True,False,True,False,False
57.730784265388195,103332.8404725406,32.037428511731164,36.17865146662456,12.038443423452389,1.0364335917761223,False,False,True,False,False
38.54857086881471,41522.61924353598,49.86915947727372,15.224513126512893,1.2081565220512067,0.9575889463847833,False,True,False,False,True
44.036234510936374,55362.502327760136,19.76449484787358,9.766961102080696,36.890296511946936,0.027227318025806215,False,False,False,True,False
51.133579115304975,87488.98958601913,19.728093144635203,11.488692158071004,3.4520277481923385,0.9500303712064513,False,False,False,False,True
17.845527613719717,85730.38874627544,67.7880437366619,15.607895653625784,38.00023299200732,1.0167975769659445,True,False,False,False,False
52.22568448163418,56551.44888666096,70.00349801178496,22.79623722834696,43.6179856871361,-0.012369526535180576,False,False,False,False,False
54.33612051437873,78704.881725719,2.4058934660753737,19.683277019577694,40.33327081246967,1.0008247529838628,False,False,True,False,False
64.4828606477951,108103.61456454445,95.70190932545081,6.312562683149976,45.47721867224176,1.0108050377798796,True,False,False,True,False
31.547385288503644,26370.993895972795,73.27478649621108,30.347857073493582,14.230997558996636,-0.02266462061902928,True,False,False,True,False
19.71756442782032,55285.77181191568,58.134874813955534,19.462751432349982,38.205546188306506,1.0044852952033128,False,False,False,False,False
19.192536919683356,82001.51480994596,60.27122510237908,15.685711976322986,23.004494156118945,0.93493990672661,True,False,False,False,True
21.102731776271117,64367.56169596496,90.90596417936803,21.902115593758836,19.69534601587433,0.0035866807688433467,True,False,True,False,False
43.2207943988318,57896.29731830329,93.50677164562347,35.16832450221275,1.3294747985385835,1.0227782604221667,True,False,False,False,True
30.698467232214284,42039.59327844108,23.202437179930662,14.725722442982093,37.54075939599412,-0.014290362477860604,True,False,False,False,True
55.55461796059069,93953.56847672093,52.35475734655123,5.109695519350512,6.187144063833082,0.9946031252678409,False,False,False,False,True
43.18303770299062,67531.47597163376,7.3171869348640755,7.169118732402224,17.52949596273859,-0.006888192858574537,False,False,False,True,False
27.187718855137295,129699.24422871076,1.843922095324996,23.762950168444952,24.37911477275766,1.043123309272007,False,False,False,False,False
32.64107019982021,88929.01423018765,31.08858939134976,17.884520373327565,26.942598493149205,0.0024413505172258244,True,False,False,True,False
31.71915673127896,39037.00577648222,37.27470655606101,24.871144783715934,0.8346106329285305,0.012000623374940584,True,False,False,False,False
43.4752086509672,74310.91224106587,35.71710575031102,12.074602523433928,33.472334360419254,-0.01168437197600829,False,False,True,False,False
58.13380288318835,130350.1327919382,21.42392630357662,13.766456903801803,34.817674807412956,-0.028002835958650097,True,False,True,False,False
29.863813537718652,131981.6103963197,92.28258164212293,25.706281410883573,3.9345551424579246,1.001186611624958,True,False,False,False,True
67.64043067981628,36210.18861740876,4.662895154454238,25.252656279724317,0.24541544055262787,0.9812571232220741,False,False,False,False,False
48.47967460667254,58855.65043805534,66.88784721483792,30.732123730975758,40.10626291833701,0.9961355886958382,True,False,False,False,False
57.87269105632978,63578.77475901118,82.23212299665774,9.330588229131376,11.381470935664302,-0.01259479749692774,False,False,False,False,False
67.47050251491434,17887.876195428882,92.35229062911672,14.877430424955628,35.14077029468781,-0.014739762560332652,True,False,False,False,True
69.48997478874873,72013.9318064903,74.6000360323147,6.142067623080129,45.58738315091645,1.015544366887055,True,False,False,False,True
48.84976366288781,139671.1591807639,1.1362146256636783,15.613333961679782,22.79293865165775,0.9810848438682294,True,False,True,False,False
19.95259391036434,84591.21105441924,77.91070704920341,21.553165237916616,47.17590766292449,1.0167393038793937,False,True,False,True,False
45.434276229684976,62058.9954431945,3.4156322496214733,24.484793939244,30.092158436720062,-0.0011043995307149876,False,False,False,False,False
53.212895691136644,68486.1279183182,92.2028094356401,19.71006774348947,9.03756048562744,-0.0024818857868857637,False,False,False,False,False
39.7987190801606,100315.43768114294,51.47573063900906,20.781916241073173,8.342394890825293,1.0316222746160917,False,False,False,True,False
56.74385697167405,39053.33494983879,59.46890754347196,5.747811543004171,1.7012556375220678,0.9576181811270655,True,False,False,False,False
61.232320181855435,82607.03919469025,52.904729253477555,12.87018572899823,13.256349391776213,-0.030886354880112887,False,False,False,False,True
32.958947970811636,91459.96932294381,63.95927562913949,13.495973570103454,14.424392243456925,1.0234453913576496,True,False,False,False,True
61.02488964978744,43163.02160047873,78.23955743314563,6.456358136977394,10.44207485854513,0.017630952560700297,False,False,False,False,False
44.613283612055376,57700.84193859271,75.22203840667281,8.003691731234007,28.44093668174155,0.9881625778639609,True,False,False,False,True
53.13896407179435,89663.09475761434,7.560705449608709,6.028815304608641,9.237544378159162,0.0022169582988289488,False,False,False,False,True
